

   ___                              _    
[*] WebTitle: http://10.208.255.26:18185/login_online.php code:200 len:974    title:online
[*] WebTitle: http://10.208.20.3:49156  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4zOjQ5MTU2Lw==
[*] WebTitle: http://10.208.20.4:49363  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MzYzLw==
[*] WebTitle: http://10.208.20.3:49248  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4zOjQ5MjQ4Lw==
[*] WebTitle: http://10.208.20.3:49246  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4zOjQ5MjQ2Lw==
[*] WebTitle: http://10.208.208.240:49732 code:403 len:1458   title:Service
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4zOjQ5MTU4Lw== code:200 len:6317   title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MTU3Lw== code:200 len:6317   title:None
[*] WebTitle: http://10.208.20.4:49154  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MTU0Lw==
[*] WebTitle: http://10.208.208.159:49732 code:403 len:1373   title:服务
[*] WebTitle: http://10.208.20.2:49156  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4yOjQ5MTU2Lw==
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4yOjQ5MTU3Lw== code:200 len:6317   title:None
[*] WebTitle: http://10.208.20.2:49171  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4yOjQ5MTcxLw==
[*] WebTitle: http://10.208.93.173:36094 code:400 len:49     title:None
[*] WebTitle: https://10.208.208.159:49735 code:403 len:1373   title:服务
[*] WebTitle: http://10.208.13.11:50082 code:405 len:1101   title:None
[*] WebTitle: http://10.208.209.58:49159 code:200 len:46     title:None
[+] InfoScan:http://10.208.209.58:49159 [向日葵] 
[*] WebTitle: http://10.208.20.2:49172  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4yOjQ5MTcyLw==
[*] WebTitle: http://10.208.20.4:49362  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MzYyLw==
[*] WebTitle: http://10.208.13.11:49629 code:405 len:2659   title:None
[*] WebTitle: http://10.208.20.4:49192  code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MTkyLw==
[*] WebTitle: http://10.208.1.249:51111 code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI0OTo1MTExMS8=
[*] WebTitle: http://10.208.13.11:50083 code:500 len:1181   title:None
[*] WebTitle: http://10.208.1.250:51111 code:307 len:0      title:None 跳转url: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDo1MTExMS8=
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MTU5Lw== code:200 len:6317   title:None
2023/02/24 14:30:05 Unsolicited response received on idle HTTP channel starting with "<?xml version=\"1.0\" encoding=\"UTF-8\"?><Error><Code>MethodNotAllowed</Code><Message>can not support this request, please read hcs restful doc</Message><RequestID>1677220043062000022068</RequestID></Error>"; err=<nil>
[*] WebTitle: http://10.208.13.11:50081 code:405 len:1012   title:None
2023/02/24 14:30:05 Unsolicited response received on idle HTTP channel starting with "\xff\xfe\x01\xff\xfb\x03\xff\xfb\x01\t\t\t Gigabit Management Switch\r\n\t\t\t\tCommand Line Interface\r\n\r\n\t\t\t\tCode Version: V2.1\r\n\t\t\t\tConfigure Version: V1.4\r\n\t\t\t\tParameter Version:V2.9.1 \r\n\t\tCopyright(C) 2019 Ruijie Corporation. All rights reserved.\r\n\r\n\x00Username:\x00"; err=<nil>
[*] WebTitle: http://10.208.5.250:55743 code:404 len:3      title:None
[*] WebTitle: https://10.208.13.11:40443/ code:200 len:4564   title:None
[*] WebTitle: https://10.208.255.198:53094 code:404 len:0      title:None
[*] WebTitle: http://10.208.13.11:50084 code:405 len:866    title:None
[*] WebTitle: http://10.208.5.250:55789 code:404 len:14     title:None
[*] WebTitle: http://10.208.5.250:55798 code:404 len:14     title:None
2023/02/24 14:30:05 Unsolicited response received on idle HTTP channel starting with "\xff\xfd\x01\xff\xfd\x1f\xff\xfb\x01\xff\xfb\x03"; err=<nil>
[*] WebTitle: http://10.208.5.250:55799 code:404 len:14     title:None
[*] WebTitle: http://10.208.210.62:60360 code:200 len:92     title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC40OjQ5MzYzLw== code:200 len:6317   title:None
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4yMC4zOjQ5MjQ4Lw== code:200 len:6317   title:None
[*] WebTitle: http://10.208.5.250:55788 code:404 len:14     title:None
2023/02/24 14:30:08 Unsolicited response received on idle HTTP channel starting with "{\"code\":\"0x01900013\",\"message\":\"get http header fail\"}\n"; err=<nil>
2023/02/24 14:30:08 Unsolicited response received on idle HTTP channel starting with "<?xml version=\"1.0\" encoding=\"UTF-8\"?><Error><Code>InvalidAccessKeyId</Code><Message>verify http auth string error, maybe access key is unvalid, or request may has been tampered, or access key is not exist in hcs</Message><RequestID>167724877099546837096279</RequestID></Error>"; err=<nil>
[*] WebTitle: http://10.208.8.156:50094 code:400 len:18     title:None
[*] WebTitle: http://10.208.192.10:49747 code:200 len:46     title:None
[+] InfoScan:http://10.208.192.10:49747 [向日葵] 
[*] WebTitle: http://10.208.2.28/?orgi=aHR0cDovLzEwLjIwOC4xLjI1MDo1MTExMS8= code:200 len:6317   title:None
2023/02/24 14:30:15 Unsolicited response received on idle HTTP channel starting with "HTTP/1.1 414 Request-URI Too Large\r\nServer: RG/Device 10.x\r\nContent-Type: text/xml; charset=utf-8\r\nContent-Length: 244\r\nConnection: close\r\n\r\n<?xml version=\"1.0\" encoding=\"UTF-8\"?>\n<SOAP-ENV:Envelope><SOAP-ENV:Body><SOAP-ENV:Fault><faultcode>SOAP-ENV:Client</faultcode><faultstring>HTTP Error: 414 Request-URI Too Large</faultstring></SOAP-ENV:Fault></SOAP-ENV:Body></SOAP-ENV:Envelope>"; err=<nil>
2023/02/24 14:30:17 Unsolicited response received on idle HTTP channel starting with "{\"code\":\"0x01900013\",\"message\":\"get http header fail\"}\n"; err=<nil>
2023/02/24 14:30:18 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:19 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:21 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07802007\"\n}\n"; err=<nil>
2023/02/24 14:30:21 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:27 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:29 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:32 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07702007\"\n}\n"; err=<nil>
2023/02/24 14:30:33 Unsolicited response received on idle HTTP channel starting with "get req param fail"; err=<nil>
2023/02/24 14:30:33 Unsolicited response received on idle HTTP channel starting with "{\n   \"code\" : \"0x07802007\"\n}\n"; err=<nil>
2023/02/24 14:30:47 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:47 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:48 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:49 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:50 Unsolicited response received on idle HTTP channel starting with "{\"code\":\"0x01900013\",\"message\":\"get http header fail\"}\n"; err=<nil>
2023/02/24 14:30:51 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:53 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:53 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:55 Unsolicited response received on idle HTTP channel starting with "404 Not found!"; err=<nil>
2023/02/24 14:30:56 Unsolicited response received on idle HTTP channel starting with "{\"success\":false,\"msg\":\"Verification failure\"}"; err=<nil>
2023/02/24 14:30:56 Unsolicited response received on idle HTTP channel starting with "{\"code\":\"0x01900013\",\"message\":\"get http header fail\"}\n"; err=<nil>
2023/02/24 14:30:57 Unsolicited response received on idle HTTP channel starting with "{\"success\":false,\"msg\":\"Verification failure\"}"; err=<nil>
2023/02/24 14:31:00 Unsolicited response received on idle HTTP channel starting with "{\"success\":false,\"msg\":\"Verification failure\"}"; err=<nil>
2023/02/24 14:31:01 Unsolicited response received on idle HTTP channel starting with "{\"success\":false,\"msg\":\"Verification failure\"}"; err=<nil>
已完成 2579/2615 [-] ftp://10.208.13.11:21 web 1q2w3e 530 Login incorrect.
已完成 2606/2615 [-] ftp://10.208.255.4:21 ftp qwe123!@# 530 Unable to set anonymous privileges.
Login incorrect.
已完成 2606/2615 [-] ftp://10.208.255.4:21 admin 654321 530 Login incorrect.
已完成 2606/2615 [-] ftp://10.208.255.3:21 admin 123321 530 Login incorrect.
已完成 2607/2615 [-] ftp://10.208.255.6:21 admin admin111 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.3:21 admin Aa123456789 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.4:21 www pass123 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.93.198:21 admin admin123 530 Login or password incorrect!
已完成 2608/2615 [-] ftp://10.208.93.200:21 www 111111 530 Login authentication failed
已完成 2608/2615 [-] ftp://10.208.255.3:21 www Charge123 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.93.200:21 www 123qwe 530 Login authentication failed
已完成 2608/2615 [-] ftp://10.208.255.6:21 web root 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.5:21 web 123456!a 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.6:21 web Passw0rd 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.3:21 root 1 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.93.198:21 admin 8888888 530 Login or password incorrect!
已完成 2608/2615 [-] ftp://10.208.255.3:21 root 1234567890 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.3:21 root 1qaz!QAZ 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.4:21 root Admin@123 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.2:21 root qwe123!@# 530 Login incorrect.
已完成 2608/2615 [-] ftp://10.208.255.6:21 root Charge123 530 Login incorrect.
已完成 2610/2615 [-] ftp://10.208.255.4:21 db 1 530 Login incorrect.
已完成 2611/2615 [-] ftp://10.208.255.2:21 wwwroot Admin@123 530 Login incorrect.
已完成 2615/2615
[*] 扫描结束,耗时: 22h23m18.963175246s
